0,0.363636,1726.73,119166,110532
0.5,0.277008,1720.24,118715,110113
1,0.163934,1567.14,108145,100309
1.5,0.098912,1462.13,100894,93582.8
2,0.0521921,1205.23,83157.9,77132.1
2.5,0.0312989,958.224,66103.8,61313.7
3,0.0127714,713.291,49191.9,45627.3
3.5,0.00465658,431.897,29762.2,27605.5
4,0.00131796,241.574,16618.8,15414.5
4.5,0.000258174,112.734,7720.02,7160.57
5,5.6e-05,43.4215,2931.79,2719.33
