0,0.497512,124.473,4616.78,3993.44
0.5,0.362319,66.9855,2482.56,2147.37
1,0.294985,58.9764,2182.1,1887.54
1.5,0.185874,42.6524,1571.72,1359.56
2,0.121507,20.1786,734.074,634.917
2.5,0.0638978,12.7636,452.272,391.174
3,0.0328515,6.7224,223.706,193.462
3.5,0.0153351,3.89894,114.403,98.9196
4,0.00515464,2.63345,64.6844,55.9274
4.5,0.0019857,1.88525,34.8388,30.1196
5,0.000462434,1.68189,26.1028,22.5698
