0,0.813008,1308.68,90348.2,83801.8
0.5,0.826446,1304.79,90071.1,83544.6
1,0.657895,1123.3,77547.9,71928.8
1.5,0.454545,814.623,56235.6,52160.7
2,0.283286,654.66,45182.8,41908.7
2.5,0.191939,263.655,18189.1,16871
3,0.0881057,102.577,7057.29,6545.79
3.5,0.0381679,44.024,2998.77,2781.34
4,0.0117897,17.6814,1168.73,1083.95
4.5,0.00353682,5.75805,336.416,311.988
5,0.000698548,2.33314,95.4614,88.5203
