0,0.833333,1795.53,124069,115088
0.5,0.735294,1142.04,78973.7,73260.6
1,0.609756,1194.91,82613.5,76636.6
1.5,0.487805,738.273,51090.1,47397.3
2,0.310559,450.146,31197.4,28946
2.5,0.164474,2026.38,139943,129811
3,0.0905797,224.332,15583.9,14463.8
3.5,0.0331675,51.194,3621.13,3367.82
4,0.0125156,15.2274,1126.62,1054.09
4.5,0.00253575,4.62808,385.816,367.01
5,0.000747418,2.09512,205.977,200.23
