0,0.490196,490.907,33902.4,31446.8
0.5,0.429185,457.777,31610.6,29320.8
1,0.222222,412.924,28508.4,26443.1
1.5,0.138504,341.44,23565.2,21857.8
2,0.0619579,264.641,18255.4,16932.6
2.5,0.0261849,190.201,13106.4,12156.6
3,0.0103864,117.53,8078.21,7492.73
3.5,0.00254408,56.8183,3874.53,3593.66
4,0.000624313,24.5246,1635.85,1517.24
4.5,7.6e-05,8.83568,546.209,506.593
5,1e-05,3.14123,149.726,138.862
