0,0.38956,0.094715,2.67433,47.2349,36.0771
0.5,0.330797,0.158694,2.47072,41.6265,31.789
1,0.255167,0.182121,2.1878,33.6594,25.6969
1.5,0.193274,0.182567,2.0862,30.3042,23.1183
2,0.133209,0.15621,1.92727,25.1652,19.183
2.5,0.090269,0.125973,1.82045,21.3467,16.2665
3,0.0587924,0.0950556,1.78082,19.2719,14.6846
3.5,0.0368596,0.0675562,1.74784,17.6064,13.4108
4,0.0212838,0.0435538,1.75213,16.9943,12.9432
4.5,0.0115136,0.0259846,1.78017,17.0943,13.0209
5,0.00560563,0.0138246,1.81645,17.5278,13.3522
