0,0.46729,89.1262,3306.66,2860.28
0.5,0.414938,68.9585,2559.01,2213.68
1,0.302115,68.4924,2535.35,2193.12
1.5,0.18315,38.5897,1422.24,1230.25
2,0.112486,19.0934,692.871,599.308
2.5,0.0677507,15.4451,553.11,478.395
3,0.027248,7.55777,254.801,220.353
3.5,0.0134608,3.74505,109.277,94.4849
4,0.00580686,2.5315,60.6601,52.4456
4.5,0.00173061,1.86032,33.8572,29.2696
5,0.000536772,1.68784,26.3374,22.7727
