0,0.188679,10.834,221.015,168.692
0.5,0.117233,8.62016,172.03,131.312
1,0.0932836,6.49907,124.694,95.1595
1.5,0.0789266,5.32755,98.9976,75.5691
2,0.0409333,4.28121,75.3418,57.5051
2.5,0.0353982,3.24212,51.8485,39.5671
3,0.0170561,2.49957,34.8305,26.5881
3.5,0.00972763,2.09523,25.3298,19.3287
4,0.00523533,1.74195,17.0261,12.9894
4.5,0.00252436,1.53809,12.1619,9.2771
5,0.00109835,1.45638,10.0591,7.66973
